Content;Url;Date
Pani Monika jest bardzo rzeczową i kompetentną osobą. Udzielone informacje w zupełności rozwiały moje wątpliwości i odpowiedziały na moje pytania. Świetny konsultant.;https://www.trustpilot.com/reviews/650c84189a2ed92e5f7aa52a;2023-09-21T19:57:44.0000000Z
Pani Paulina przekazala mi wszystkie informacje w sposób bardzo kulturalny, profesjonalny i kompleksowy. bardzo dobry pracownik!!! Pai Paulino bardzo dziękuje!! pozdrawiam Iwona;https://www.trustpilot.com/reviews/64bbb74c6cff6620c7bf1817;2023-07-23T13:43:01.0000000Z
Proces rezerwacji poszedł szybko i gładko.Kontakt z BOK również zaspokoił moje wszystkie potrzeby, więc ogólne wrażenie z korzystania serwisu Fru.pl jest bardzo pozytywne.;https://www.trustpilot.com/reviews/64ccd908d699e725186ac395;2023-08-04T12:55:04.0000000Z
Bardzo merytoryczny i miły kontakt z pracownikiem Fru.pl. Szczera chęć pomocy, zaangażowanie i pełne zrozumienie tematu. Brawo Pani Emilio, z całego serca dziękuję za pomoc;https://www.trustpilot.com/reviews/64b934873a03ef88bfd94224;2023-07-20T15:20:07.0000000Z
B.miła ,pomocna i bezproblemową pomoc spotkała mnie od pierwszego kontaktu z Panią Emilią do ostatniego kontaktu z Panią RoksanaPozdrawiam serdecznieAndrzej Lubinski;https://www.trustpilot.com/reviews/64b24c8672a5ce3fbf52b89c;2023-07-15T09:36:38.0000000Z
Pani Monika, która pomagała mi w zakupie dodatkowego bagażu zrobiła to bardzo sprawnie i profesjonalnie. Dzięki Jej pomocy mogłam dokonać zakupu w kilka minut!;https://www.trustpilot.com/reviews/64e61217960147bf821e2400;2023-08-23T16:05:11.0000000Z
Rozmowa z konsultantem była bardzo pomocna. Pani  wprowadziła spokój i opanowanie co pomogło mi zrealizować wszystkie polecenia. Bardzo dziękuję;https://www.trustpilot.com/reviews/652c044d8266fd06b89610a7;2023-10-15T17:25:01.0000000Z
Banda złodziei . Wchodząc na stronę ceną biletu 470zl a po wpisaniu danych osobowych 920zl poerdolone kurwy !! Oszuści jebani . … nagle pojawia się informacja że niestety już jest innna cena . Szmaciarze tfuuu..;https://www.trustpilot.com/reviews/65aceb50c38e8e4129c69ed7;2024-01-21T12:00:49.0000000Z
Rezerwacja poprzez Waszą stronę jest Ok , ale dla pełnego komfortu rezerwacji- zakupu biletu oczekiwałem pełnej informacji o kosztach transportu bagaży czy innych kosztów o których dowiedziałem się dopiero po rezerwacji - zakupie biletu, takie wyeksponowanie w procesie rezerwacji było by bardzo transparentne i mile widziane przez Waszych klientów;https://www.trustpilot.com/reviews/6513cf2f1d6d3cd300b53658;2023-09-27T08:43:59.0000000Z
Kupując bilety w tej firmie można stracić pieniądze, w moim przypadku kilkaset zł . Kiedy linia lotnicza zmieniła ( rzekomo ) godziny lotów w sposób dla mnie nieakceptowalny i poprosiłem o zwrot pieniędzy, nie oddano mi całości wpłaty. Dzwoniłem już do UOKiK, utwierdzili mnie w przekonaniu że to niedozwolone praktyki, w ostateczności wstąpię na drogę sądową, zobaczymy.;https://www.trustpilot.com/reviews/6577741478446281a8ad903a;2023-12-11T22:41:56.0000000Z
Przewoźnik odwołał lot dwa dni przed wylotem. nie ma możliwości skontaktowania się telefonicznie z Fru.pl (beznadziejna obsługa Klienta) tylko na mailach. Zaproponowano mi loty w innym dniu... :) stanęło na tym że mogłem wybrać sobie lot w tym samym dniu za dopłatą ponad 2 tysiące złotych (dodam że bilet w obie strony kosztował 1,2 k zł) bądź na inne lotnisko Warszawa-Modlin zamiast jak miało być na Chopin'a oczywiście też za dopłątą 200 zł ... poziom obsługi to jakiś żart, firma też niepoważna, nie polecam , radzę unikać;https://www.trustpilot.com/reviews/64ff013235e6adbe5e89cde7;2023-09-12T13:48:53.0000000Z
Rezerwacja i wszelka korespondencja z Fru.pl jest sprawna i bardzo szybka. Gdyby nie p. Gabriela, Jej cirepliwość i  szybka pomoc nie zniosłabym tego co teraz wyprawia w swoich formalnościach online przewoźnik Ryanair.;https://www.trustpilot.com/reviews/651039f45a10650a90ce9128;2023-09-24T15:30:29.0000000Z
Absolutnie odradzam, brak informacji o odwołanym locie, poza tym otrzymałam odpowiedz ze o zwrot kosztow biletów musze kontaktowac sie z przewoznikiem. Zadnej pomocy w odzyskaniu pieniedzy i w sumie skonczylo sie na tym ze ich nie odzyskałam. Polecam szukac lotow na stronie przewoznika wtedy uniknie sie dodatkowych kosztow. Absolutnie nie polecam!;https://www.trustpilot.com/reviews/64c792bce0690a85a18c890b;2023-07-31T12:53:49.0000000Z
Szybko łatwo i solidnie . Była jedna sytuacja która mnie zniesmaczyła bo do tej pory nie odzyskałem pieniędzy ale po mimo tego korzystam z tego serwisu liczę na szybka rechabilitacje;https://www.trustpilot.com/reviews/651aaf2e3eebf0899ce41464;2023-10-02T13:53:18.0000000Z
